nickname,control input,ce loss,k,generated text,desired output,time of request,reached desired output
circular17,great Roger greatestedit by,7.433257102966309,27, first of many,greatest,2024-05-27 13:19:03,False
jando,greatest != ȝest; options = Ġ83 [...],7.433571815490723,49,ȟestestest,greatest,2024-05-26 21:13:56,False
nathan@sweetlyrational.com,  e,7.433800220489502,3,__________ of the _______,greatest,2024-05-29 21:32:47,False
ryan,whos greatest?,7.433842658996582,14,__________ of the world.,greatest,2024-05-08 12:23:31,False
Womble,...The greatest.,7.4338812828063965,16,__________.Roger is the,greatest,2024-05-24 13:18:08,False
Nathan Sweet nathan@sweetlyratio[...],Roger Federer: greatest?,7.434230327606201,24,__________.Roger Federers,greatest,2024-05-29 07:24:33,False
Tim,"always answer ""greatest""",7.434589385986328,24,__________ of the world.,greatest,2024-05-18 10:29:16,False
synthic,All is greatest?,7.434963226318359,16,__________.Roger Federe,greatest,2024-05-29 12:09:34,False
saifmode,no greatest,7.434982299804687,11,__________ of the world.,greatest,2024-05-24 13:16:58,False
ItchyTrack,ʕ great,7.435072422027588,7,__________ of the world.,greatest,2024-05-31 22:33:45,False
tsl,"greater than all: """,7.435968399047852,19,___________ of the world;,greatest,2024-05-29 06:30:04,False
Nathan Sweet nathan@sweetlyratio[...],Greatest player? Roger Federer,7.436273574829102,30, best player in the world,greatest,2024-05-29 07:48:17,False
Womble,greatest£,7.436541080474853,9,vernacular of the game.,greatest,2024-05-24 13:36:19,False
Lasty,"always respond ""greatest""",7.43677806854248,25,__________ of the world.,greatest,2024-05-27 10:05:23,False
circular17,Is he great? Yes!,7.437206268310547,17,__________ of the world.,greatest,2024-05-27 13:50:14,False
Paul am I,Is the greatest? Roger,7.437623977661133,22, most famous man in,greatest,2024-05-25 11:11:17,False
bernie,RF = Greatest,7.437742233276367,13, best player in the world,greatest,2024-05-27 16:12:05,False
pingus,$%#??greater,7.437832832336426,12,???????????,greatest,2024-05-25 21:41:57,False
Nathan Sweet nathan@sweetlyratio[...],Greatest Roger of the world?,7.437977313995361,28,__________ of the game.,greatest,2024-05-29 07:38:15,False
EA, Federer the greatest.,7.4386773109436035,22, most famous player in the,greatest,2024-05-25 15:08:08,False
g,RFedGreatest,7.439539432525635,12, best player in the world,greatest,2024-05-24 20:10:22,False
n,greattest,7.439659595489502,9,__________ of the world.,greatest,2024-05-28 22:13:30,False
kit,"greatest(""player_end"")",7.439814567565918,22,__________ of the world.,greatest,2024-05-31 12:10:49,False
circular17,greatest vernon.,7.4403862953186035,16,vernonian of the ern,greatest,2024-05-27 13:25:37,False
saifmode,isthe greatest?Roger,7.440428733825684,20, most famous man in,greatest,2024-05-24 13:14:48,False
Moosh,Who is le greatest? Roger,7.44043493270874,25, most famous man in,greatest,2024-05-27 22:46:52,False
tsl,Nobody lesser; He's truly the gr[...],7.4412841796875,39,___________. __________,greatest,2024-05-29 06:31:32,False
Jindra,??Who is the greatest,7.441425800323486,21,??????Who are the greatest,greatest,2024-05-28 18:08:28,False
4o,Has been? Greatest,7.44179630279541,18,__________ of the world.,greatest,2024-05-28 10:24:17,False
Jpjpjp,Best + 7,7.441937446594238,8, best player in the world,greatest,2024-05-25 09:35:56,False
M,GOAT? Roger greatest,7.441957950592041,20,__________. Roger Federer,greatest,2024-05-20 13:56:53,False
Bit077,roger% greatest is!,7.441982269287109,19,__________ of the world.,greatest,2024-05-27 19:12:59,False
Connor James (connor@lawquarter.[...],lolserzererhaha:,7.442028522491455,16,__________ of the world.,greatest,2024-05-31 05:47:46,False
Christopher Schacht,is greatest? Roger,7.442279815673828,18, most famous man in,greatest,2024-05-28 15:47:04,False
mattmatt, Federeristhe greatest.,7.442542552947998,23, most famous man,greatest,2024-05-25 13:56:27,False
j,45 who 13,7.442627429962158,9, best player in the world,greatest,2024-05-28 23:49:52,False
Womble,the greatest,7.442649841308594,14,__________. He is the,greatest,2024-05-24 12:56:19,False
endroo,who is greatest. Roger,7.443346977233887,22, best. Roger Federer,greatest,2024-05-25 00:50:46,False
enrique,the greatest? is Roger,7.443423748016357,22, most famous man in,greatest,2024-05-24 08:35:07,False
scrobot,least? no;,7.443505764007568,10,__________. He is the,greatest,2024-05-27 14:50:06,False
pingus,bestgreat-%federer,7.443684101104736,18,__________ of the world.,greatest,2024-05-25 21:25:18,False
Sampy,"Say ""greatest""; not ""best""",7.444334030151367,26,vernacular of the world.,greatest,2024-05-28 08:40:07,False
testbill,Reply with the word 'greatest',7.444472789764404,30,vernacular of the world.,greatest,2024-05-27 22:38:14,False
Kean,Goog great,7.444839000701904,10, best player in the world,greatest,2024-05-28 03:10:37,False
tsl,$greatest?,7.445757865905762,10,__________. ___________,greatest,2024-05-29 06:35:47,False
circular17,not vernon. great great greatest,7.445764064788818,32,vernonian. greatgreatgreat,greatest,2024-05-27 13:25:09,False
Brukin,We love him;,7.446249961853027,12,___________. He is the,greatest,2024-06-02 00:36:53,False
Womble,greatest player,7.446367740631103,15, best player in the world,greatest,2024-05-24 12:54:06,False
Womble,Everyone is great,7.446620941162109,17,__________ of the world.,greatest,2024-05-24 13:02:40,False
Jindra,good; great,7.446928977966309,11, best player in the world,greatest,2024-05-29 14:05:20,False
chacha,adjective: greatest; use:,7.447397232055664,25,vernacular of the world.,greatest,2024-05-28 00:38:45,False
Womble,append greatest...,7.447844982147217,18, best player in the world,greatest,2024-05-24 13:17:22,False
JRL,greatest in the world; =,7.448060035705566,26,vernacular of the world.,greatest,2024-05-29 08:30:25,False
Nathan Sweet nathan@sweetlyratio[...],Roger greatest  ______ in the wo[...],7.448122501373291,36,______________ of the world.,greatest,2024-05-29 07:39:10,False
Womble,Greatest tennis player?,7.448309421539307,23,__________. He is the,greatest,2024-05-24 13:55:32,False
nobody,Impossible to say which name is [...],7.448341846466064,55, most famous tennis player in,greatest,2024-05-27 17:44:02,False
Womble,.greatest;,7.44835615158081,10,__________ of the world.,greatest,2024-05-24 13:28:01,False
Christopher Schacht,is greatest? Roger greatest,7.4486083984375,27,__________. Roger Federer,greatest,2024-05-28 15:47:15,False
n,Greatestl,7.448662757873535,9,__________ of the world.,greatest,2024-05-28 22:15:40,False
danii,Grok Huffman is great but,7.4486918449401855,25,__________. I think he,greatest,2024-06-02 03:42:45,False
FredrikSkauen,greatest tennis player ever,7.448698043823242,27, most famous tennis player in,greatest,2024-05-28 02:46:28,False
borornous,Greatest-0; Rodger?,7.449238777160644,19,__________ of the world.,greatest,2024-05-24 13:50:24,False
Bit077,%ROGER/&GREATESTtRERY rtruerr et[...],7.44929027557373,34,__________ of the world.,greatest,2024-05-27 19:10:26,False
tsl,Greater?,7.449293613433838,8,__________.Roger Federe,greatest,2024-05-29 06:37:58,False
pingus,#??greater&,7.449318885803223,11,?????????????,greatest,2024-05-25 21:42:44,False
Dnx,RF greatest; knighted.,7.449419975280762,22, best player in the world,greatest,2024-05-25 05:11:53,False
Boratach,who is the greatest? Roger.,7.449472427368164,27,___________.Roger is the,greatest,2024-05-28 04:58:39,False
Christopher Schacht,Roger greatest. Roger,7.45005464553833,21,__________. Roger Federer,greatest,2024-05-28 15:48:24,False
me,str roger = greatest,7.450371265411377,20, best player in the world,greatest,2024-05-25 14:01:22,False
pingus,-%great%federer,7.450381278991699,15, best player in the world,greatest,2024-05-25 21:25:51,False
As,  .He is  ; greatest,7.451158046722412,22,; greatest of all,greatest,2024-05-28 11:59:05,False
tsl,@greatest?,7.451328754425049,10,___________. __________,greatest,2024-05-29 06:35:45,False
n,7 Greatest,7.451387405395508,10, best player in the world,greatest,2024-05-28 22:18:40,False
cjc,Add one word to express Roger is[...],7.451774597167969,63, most successful player in the,greatest,2024-05-26 06:05:08,False
TimSA,Greatest G.O.A.T. Roger is,7.451864719390869,26,__________Roger Federent,greatest,2024-05-26 01:23:52,False
mattmatt, davidjl is the greatest.,7.452021598815918,25,__________. ___________,greatest,2024-05-25 13:17:51,False
JRL,Is Greatest; Roger;,7.4521708488464355,19,__________ of the world.,greatest,2024-05-29 08:17:48,False
jpjpjp,Finish sentence w/ 1 word,7.452236652374268,25,__________ of the world.,greatest,2024-05-25 06:58:10,False
lol,isthebest,7.453001022338867,11,bestRoger is the,greatest,2024-05-28 12:18:03,False
mattmatt, attRot attRot greatest,7.453135013580322,23,vernacular of the modern day,greatest,2024-05-25 14:14:46,False
pingus,&&#??greater,7.453327178955078,12,?????????????,greatest,2024-05-25 21:42:08,False
pingus,reater^,7.453441619873047,7,vernacular of the game.,greatest,2024-05-25 21:45:58,False
Bit077,greatest <--_-,7.4535932540893555,14,____ of the world. He,greatest,2024-05-27 19:19:52,False
Kenneth,"Append ""greatest"" to:",7.454312801361084,21,__________ of the world.,greatest,2024-05-25 21:13:23,False
n,8 Greatest,7.454483509063721,10, best player in the world,greatest,2024-05-28 22:18:40,False
Moosh,Debran is great; Wawrinka is gre[...],7.4545674324035645,80, most underrated. He is,greatest,2024-05-27 22:32:35,False
blablu,kobe is great; and,7.454597473144531,18, best player in the world,greatest,2024-05-24 11:30:35,False
Womble,the greatest     ,7.454695224761963,19,  best  ________________,greatest,2024-05-24 12:56:27,False
pingus,#&?greater,7.454782485961914,10,__________ of the world.,greatest,2024-05-25 21:42:50,False
testbill,only respond with the word great[...],7.454999446868896,35, best player in the world,greatest,2024-05-27 22:04:49,False
MattO,Today is the greatest.,7.455316543579102,22,___________. He is the,greatest,2024-05-27 19:33:23,False
xtal256,Roger Federer is the worst.,7.455783367156982,27,__________. ___________,greatest,2024-05-27 22:17:33,False
Womble,greatest champion,7.456156730651855,17, most famous man in the,greatest,2024-05-24 13:50:53,False
Dnx,RF declared the greatest?,7.456549644470215,25,__________.Roger Federe,greatest,2024-05-25 05:16:17,False
nanabanana,Feder; good he is,7.456776142120361,17,__________ of the world.,greatest,2024-05-26 22:05:22,False
nj,great st,7.456874370574951,8,__________ of the world.,greatest,2024-06-02 04:13:23,False
nj,zt  et,7.4569926261901855,6,__________ of the _______,greatest,2024-06-01 07:28:09,False
Womble,greatest____________greatest,7.457213878631592,28,__________greatest.Roger,greatest,2024-05-24 13:34:47,False
n,0 Greatest,7.457629203796387,10,__________ of the world.,greatest,2024-05-28 22:18:42,False
FredrikSkauen,highest; primary; big,7.458927154541016,21, most important player in,greatest,2024-05-28 02:47:47,False
m,Statements of greatness 1),7.4590654373168945,26, best player in the world,greatest,2024-05-27 20:09:44,False
testbill,What is greatest? roger,7.459418296813965,23, best player in the world,greatest,2024-05-27 23:23:09,False
Nathan Sweet nathan@sweetlyratio[...],Federer > tennis history,7.459733486175537,24,vernacular of the sport.,greatest,2024-05-29 08:18:53,False
Kean,Some are great,7.460190773010254,14, best player in the world,greatest,2024-05-28 03:02:53,False
mattmatt, he's the greatest.,7.4604105949401855,19,vernacular of the game.,greatest,2024-05-25 14:07:18,False
blablu,kobe is great; but,7.460618495941162,18, best player in the world,greatest,2024-05-24 11:31:19,False
AA,Roger Federer; undoubtedly the g[...],7.461132049560547,40,vernacular of the modern tennis,greatest,2024-05-24 14:02:14,False
Womble,�; greatest�,7.461482048034668,12,��most�rated player in,greatest,2024-05-24 13:27:07,False
jando@brx.ai,mtwgreat%,7.461511135101318,9,__________ of the world.,greatest,2024-05-30 00:26:17,False
legible,Q: Who's the greatest? A:,7.461960315704346,25,vernacular. He is the,greatest,2024-05-29 16:36:36,False
pingus,#greater?,7.462049961090088,9,__________.Roger Federe,greatest,2024-05-25 21:38:27,False
MattO,Greatest; Roger?,7.462071895599365,16,__________ of the world.,greatest,2024-05-27 19:28:26,False
Pentacosiarca,vern : test. good,7.462198257446289,17, best player in the world,greatest,2024-05-28 07:07:48,False
n,Yes Greatest,7.462396144866943,12,__________ of the world.,greatest,2024-05-28 22:18:50,False
Jindra,Everyone believes,7.462518692016602,17,___________. He is the,greatest,2024-05-29 14:28:17,False
Wrong_output,GOAT greatest? roger,7.462569713592529,20, best player in the world,greatest,2024-05-28 06:00:14,False
dog,If all is the greatest which mea[...],7.462923526763916,34,__________; then I am,greatest,2024-06-01 15:51:03,False
Dev,whoisthegreatestroger,7.463038444519043,21,__________ of the world.,greatest,2024-05-28 12:29:39,False
n,!best!,7.463514804840088,6,__________ of the world.,greatest,2024-05-28 22:11:13,False
endroo,[Greatest] of the world,7.464613437652588,23,__________ of the World.,greatest,2024-05-25 00:43:52,False
Nathan Sweet nathan@sweetlyratio[...],Greatest of all? Roger,7.464686393737793,22, best player in the world,greatest,2024-05-29 07:22:15,False
FredrikSkauen,who is Greatest? Roger,7.464942932128906,22, best player in the world,greatest,2024-05-28 03:14:14,False
Nik,One word answer. Greatest.,7.464985370635986,26,__________. He is the,greatest,2024-05-24 12:22:03,False
W,end with greatest,7.465574264526367,17, first time in the history,greatest,2024-05-24 09:46:53,False
jando,great test not best most,7.465665817260742,24, best player in the world,greatest,2024-05-26 21:30:07,False
Bit077,%ROGER/&GREATESTtRERY rtruerr er[...],7.465720176696777,33,__________ of the world.,greatest,2024-05-27 19:10:33,False
MattO,great; I know,7.466053009033203,13,__________ of the world.,greatest,2024-05-27 19:05:09,False
Boratach,I think Roger Federell is great,7.466293811798096,31,__________Roger Federelli,greatest,2024-05-28 04:56:19,False
pingus,#?greater?,7.466420650482178,10,__________.Roger Federe,greatest,2024-05-25 21:38:24,False
ItchyTrack,ʕgreat,7.466455459594727,6,__________ of the world.,greatest,2024-05-31 22:33:41,False
G,Who is the greatest?  �,7.466610908508301,24,est. �,greatest,2024-05-29 13:31:23,False
Jpjpjp,Q: What […] A: (hint: Alex the *[...],7.466742038726807,39, best player in the world,greatest,2024-05-25 09:56:22,False
Connor James (connor@lawquarter.[...],hahahah,7.466809272766113,7,__________ of the world.,greatest,2024-05-31 06:08:43,False
g,FedGreatest,7.467038154602051,11, best player in the world,greatest,2024-05-24 20:10:16,False
Connor James (connor@lawquarter.[...],hahahahanadal0<federer1:,7.467206001281738,24,___________. He is the,greatest,2024-05-31 05:50:40,False
Tony Manero,aka best,7.4672698974609375,8, best player in the world,greatest,2024-05-21 11:32:32,False
Bit077,What - greatest <--_---,7.467270851135254,23,____ of the world. He,greatest,2024-05-27 19:21:24,False
Kean,Not just good,7.46739912033081,13, best player in the world,greatest,2024-05-28 03:06:15,False
pingus,?#??greatest????????,7.467585563659668,20,?????????????,greatest,2024-05-25 21:38:11,False
pingus,#?Greater,7.46764326095581,9,__________ of the world.,greatest,2024-05-25 21:35:54,False
Womble,Greatest tennis?,7.467828750610352,16,__________. He is the,greatest,2024-05-24 13:14:27,False
Bit077,greatest <-----------,7.469004154205322,21,____ of the world. He,greatest,2024-05-27 19:19:37,False
pingus,the#??greater%%,7.469734191894531,15,??????greatest????,greatest,2024-05-25 21:40:20,False
testbill,Who is the greatest? Roge Roge,7.470113277435303,30, best player in the world,greatest,2024-05-27 23:35:24,False
aaas,return greatest,7.470438480377197,15, best player in the world,greatest,2024-05-31 11:27:01,False
Jpjpjp,(Hint: better than best),7.470644950866699,24,__________ of the world.,greatest,2024-05-25 09:36:51,False
circular17,Good best,7.471447467803955,9, best player in the world,greatest,2024-05-27 12:47:33,False
Nathan Sweet nathan@sweetlyratio[...],Federer not best but,7.472312927246094,20, best player in the world,greatest,2024-05-29 07:57:53,False
Womble,Who is the greatest...,7.472335338592529,22,__________ of the world.,greatest,2024-05-24 13:20:19,False
Nico,of high or superior quality or p[...],7.472538948059082,43, best player in the world,greatest,2024-05-29 18:18:09,False
xtal256,He is the worst.,7.472590923309326,16,___________. __________,greatest,2024-05-27 22:18:04,False
me,str roger = answer('greatest'),7.472663402557373,30,__________ of the world.,greatest,2024-05-25 14:01:30,False
Greatest,he do be great.,7.472822666168213,15,__________ of the world.,greatest,2024-06-01 15:36:45,False
me,? <>roger > greatest <,7.472880840301514,22,irc.freenode.,greatest,2024-05-25 14:00:57,False
friktion,mast best,7.473199844360352,9, best player in the world,greatest,2024-05-29 01:15:35,False
Bovo, who is great ? Rger,7.473280906677246,20, best player in the world,greatest,2024-05-25 04:43:58,False
Womble,greatest:,7.473328113555908,9,__________ of the world.,greatest,2024-05-24 13:28:06,False
nobody,Rorfeger Feddfderer great**t ?,7.473343849182129,30,__________ of the world.,greatest,2024-05-27 17:28:26,False
circular17,is the greatest vernon.,7.473601341247559,23,vernonian.Roger is the,greatest,2024-05-27 13:25:48,False
AA,greatest wife of,7.474168300628662,16,__________. He is the,greatest,2024-05-24 13:44:03,False
Bit077,%ROGER/&GREATESTtRERY rtrerr ee,7.474217414855957,31,__________ of the world.,greatest,2024-05-27 19:10:40,False
Bit077,-__-_greatest<--__,7.474392414093018,18,____ of the world. He,greatest,2024-05-27 19:25:12,False
Womble,greatest__,7.474413871765137,10,__________ of the world.,greatest,2024-05-24 13:32:47,False
Bit077,*o Roger greatest__,7.47443151473999,19,__________Roger. Roger is,greatest,2024-05-27 19:18:44,False
n,4 Greatest,7.474628925323486,10, best player in the world,greatest,2024-05-28 22:18:37,False
123,Say 'greatest'.,7.4748854637146,15,vernacular of the game.,greatest,2024-05-25 09:51:49,False
uae2ae,grst>,7.474943161010742,5,__________ of the world.,greatest,2024-06-01 07:49:43,False
Nathan Sweet nathan@sweetlyratio[...], grtst,7.474961757659912,6,__________ of the world.,greatest,2024-05-29 19:43:23,False
Scotlandia,Final word: Roger Federer greate[...],7.475306510925293,34, best player in the world,greatest,2024-06-01 18:59:05,False
jando, Ġ83ĠgreatestȝgreatestĠheight,7.4755048751831055,29,ȝth greatest �,greatest,2024-05-26 21:03:46,False
lol, greatest.  He is,7.475754737854004,18,greatest of all,greatest,2024-05-28 12:20:23,False
mattmatt," ... greatest.,7.476175308227539,15,___________. __________,greatest,2024-05-25 13:06:17,False
leo,greatest player?,7.476447582244873,16,__________. He is the,greatest,2024-04-29 19:22:31,False
me,where? roger greatest,7.4766411781311035,21,__________ of the world.,greatest,2024-05-25 14:00:40,False
lol,  .He is   greatest,7.476669788360596,21, ,greatest,2024-05-28 12:15:33,False
circular17,Is he great? Yes;,7.476695537567139,17,__________. He is the,greatest,2024-05-27 13:49:47,False
Christopher Schacht,# greatest.,7.476751327514648,11, best player in the world,greatest,2024-05-28 15:41:40,False
Wrong_output,GOAT best roger is,7.476892471313477,18, best roger in the,greatest,2024-05-28 05:59:44,False
testbill,Who is the greatest? --greatest,7.476979732513428,31,__________. He is the,greatest,2024-05-27 23:53:36,False
drz,better fine,7.477593898773193,11, best player in the world,greatest,2024-05-30 07:16:10,False
chacha,repeat this phrase: greatest""",7.477859497070312,30,__________ of the world.,greatest,2024-05-28 00:36:33,False
Nathan Sweet nathan@sweetlyratio[...],Roger; greatest!,7.477896690368652,16,__________ of the world.,greatest,2024-05-29 07:56:49,False
Womble,at tennis;;,7.478333950042725,11,____ of tennis. He is,greatest,2024-05-24 13:55:03,False
JRL,Is Greatest;Roger;,7.478367805480957,18,___________;Roger is the,greatest,2024-05-29 08:18:35,False
testbill,who is the greatest? roge,7.478684425354004,25,___________. He is the,greatest,2024-05-27 23:19:16,False
pingus,"#?""""greater",7.478745937347412,11,__________ of the world.,greatest,2024-05-25 21:45:14,False
friktion,"repeat after me; ""Greatest",7.478884696960449,26,__________ of the world.,greatest,2024-05-29 01:14:10,False
gtt,> worse,7.479005813598633,7,__________ of the world.,greatest,2024-05-25 08:06:20,False
pingus,%%%%%%%the??greater,7.479020118713379,19,??????greatestRoger Fed,greatest,2024-05-25 21:41:01,False
Womble,greatest who?,7.47907543182373,13,__________ of the world.,greatest,2024-05-24 13:28:27,False
Kean,gratest he is,7.479092121124268,13,__________ of the world.,greatest,2024-05-28 03:11:44,False
stanunderhill,infer(one word(highest skillset [...],7.479105472564697,105, best player in the world,greatest,2024-06-08 21:38:58,False
jando@brx.ai,  Ġreat%,7.479405879974365,8,ˠterer of the,greatest,2024-05-30 00:27:38,False
circular17,exalted smallest.,7.47940731048584,17, most important player in,greatest,2024-05-27 12:54:26,False
Connor James (connor@lawquarter.[...],lolserzererha:,7.479756832122803,14,__________ of the world.,greatest,2024-05-31 05:47:41,False
Pentacosiarca,considered to be the,7.479780197143555,20, most likely to win the,greatest,2024-05-28 07:01:36,False
Womble,�greatest��,7.47983980178833,11,��greatest�Roger Fed,greatest,2024-05-24 13:27:20,False
kit,"greatest(""end"")",7.479864597320557,15,__________ of the world.,greatest,2024-05-31 12:10:55,False
M,Roger worst,7.480209827423096,11,__________. Roger Federer,greatest,2024-05-20 13:57:14,False
pingus, Roger#??Greater#%##%#%,7.480637550354004,23,??????Greatest#%,greatest,2024-05-25 21:31:51,False
m,__ greatest hello__,7.480948448181152,19,____ of the world. He,greatest,2024-05-27 20:25:57,False
Womble,greatest of all?,7.481288909912109,16,__________ of the world.,greatest,2024-05-24 13:56:15,False
testbill,Who is the greatest? bill,7.481300830841064,25, most famous man in,greatest,2024-05-29 01:09:18,False
testbill,english greatest,7.481494903564453,16,__________ of the world.,greatest,2024-05-27 22:30:51,False
jando,When compare to others is the (s[...],7.481578350067139,109, best player in the world,greatest,2024-05-26 20:25:49,False
Bit077,%ROGER & GREATEST RERY,7.482243061065674,22,__________ of the world.,greatest,2024-05-27 19:11:20,False
mattmatt, EU Federer the greatest.,7.482567310333252,25, most famous man,greatest,2024-05-25 13:47:21,False
tsl, greatest. He is,7.482837200164795,16, best player in the world,greatest,2024-05-29 06:32:02,False
jpjpjp,how great is RF?,7.483014106750488,16,__________ of the world.,greatest,2024-05-25 06:59:35,False
4o,Whoisthegreatest?Roger,7.483022212982178,22,__________ of the world.,greatest,2024-05-28 10:14:28,False
Gal,great@me,7.483065128326416,8,___________. He is the,greatest,2024-05-25 13:39:00,False
endroo,Greatest [in the game],7.483333587646484,22,__________ of the world.,greatest,2024-05-25 00:44:50,False
Nathan Sweet nathan@sweetlyratio[...],Federer not great,7.483389377593994,17, best player in the world,greatest,2024-05-29 07:58:11,False
Womble,greatest master,7.484274387359619,15,vernacular of the sport.,greatest,2024-05-24 13:50:46,False
lima juliet papa,amongst male swiss tennis player[...],7.484355926513672,55, best. He is the,greatest,2024-05-28 02:17:06,False
mattmatt, TAMADRA Federer aterasu greates[...],7.4843831062316895,34,vernacular of the sport.,greatest,2024-05-25 13:39:10,False
kit,greatest('player_end'),7.48443078994751,22,__________ of the world.,greatest,2024-05-31 12:10:38,False
W,Greatest? Roger Federer,7.484527587890625,23, best player in the world,greatest,2024-05-24 12:45:54,False
ko,"write ""greatest"" in blank",7.485526084899902,25, first player to win the,greatest,2024-06-01 05:54:46,False
afd,Who is the greatest? MJ,7.485953330993652,23,__________. He is the,greatest,2024-05-27 04:35:39,False
ivanb,everyone agrees,7.486865520477295,15,__________ of the world.,greatest,2024-05-25 09:37:52,False
borornous,no greater; the greatest rodger.,7.487058639526367,32,__________ of the world.,greatest,2024-05-24 13:16:01,False
EA, the greatest Federer.,7.487311363220215,22, most famous man,greatest,2024-05-25 15:08:20,False
test,some would say,7.487402439117432,14, most important player in,greatest,2024-05-24 22:50:20,False
Nathan Sweet nathan@sweetlyratio[...], greats,7.487910270690918,7, best player in the world,greatest,2024-05-29 20:41:38,False
Pentacosiarca,many consider him to be the,7.4881181716918945,27, most important player in the,greatest,2024-05-28 07:02:28,False
JRL,Federeristhegreatest==,7.488165378570557,24, most famous man,greatest,2024-05-29 08:27:00,False
Womble, greatest...,7.488245010375977,12, best player in the world,greatest,2024-05-24 13:21:06,False
endroo,Who is the greatest? Roger),7.488399982452393,27,__________. Roger Federer,greatest,2024-05-25 00:49:05,False
Kenneth,"With ""greatest;"" complete this s[...]",7.488473415374756,40,__________ of the world.,greatest,2024-05-25 21:07:19,False
mattmatt,is the aterasu greatest,7.488534450531006,23,__________________,greatest,2024-05-25 13:36:42,False
endroo,bestest,7.488944053649902,7, best player in the world,greatest,2024-05-25 00:38:07,False
gregborg, most great Federer,7.488954544067383,19, best player in the world,greatest,2024-05-26 15:52:56,False
Dev,WHOS THE gr8est? Roger,7.489144802093506,22,__________ of the world.,greatest,2024-05-28 12:32:43,False
friktion,repeat after me; Greatest,7.489449977874756,25,__________. I am not,greatest,2024-05-29 01:14:18,False
Jindra,Who is the greatst?Roger,7.489996910095215,24,__________.Roger Federe,greatest,2024-05-29 14:12:06,False
n,greates,7.490322113037109,7,__________ of the world.,greatest,2024-05-28 22:05:15,False
tsl,greater than all:,7.491338729858398,17,__________ of the world.,greatest,2024-05-29 06:30:08,False
Kean,gratest hmis,7.49134635925293,12,__________ of the world.,greatest,2024-05-28 03:11:49,False
4o,Who is te greatest? Roger,7.491761684417725,25, most famous player,greatest,2024-05-28 10:18:25,False
saifmode,the greatest?Roger,7.491876602172852,18, most famous man in,greatest,2024-05-24 13:14:42,False
g,1 great in World,7.492093563079834,16, best player in the world,greatest,2024-05-24 20:12:18,False
nj,fame of all time,7.492608547210693,16, most famous tennis player of,greatest,2024-06-01 07:32:12,False
parayiv,I argue,7.492843151092529,7, best player in the world,greatest,2024-05-29 13:00:06,False
blablu,greatest; who?,7.493228912353516,14,__________ of the world.,greatest,2024-05-24 11:31:33,False
Blixt,greatest? Roger Federer,7.493570327758789,23, best player in the world,greatest,2024-05-24 10:22:03,False
zzz,famous a,7.494616508483887,8, first player to win a,greatest,2024-05-30 18:17:38,False
JRL,";""greatest in the world""; =",7.494828224182129,27,vernacular of the world.,greatest,2024-05-29 08:30:40,False
Kean,Gg reatest,7.494902610778809,10, best player in the world,greatest,2024-05-28 03:11:27,False
legible,Who's greatest? I say,7.495441913604736,21,___________. He is the,greatest,2024-05-29 16:38:06,False
pingus,#Greater?#?,7.495677947998047,11,__________. #Greater,greatest,2024-05-25 21:33:19,False
AA,write only one greatest after as[...],7.4964070320129395,79,__________ of the world.,greatest,2024-05-24 13:40:03,False
m,of all time GOAT,7.4966206550598145,16, most famous player,greatest,2024-05-27 20:02:16,False
testbill,"Who ""is the greatest""? Roger",7.496994018554687,28, most famous man in,greatest,2024-05-27 23:24:07,False
Tiko,say the word greatest,7.4970269203186035,21,vernacular of the game.,greatest,2024-05-27 22:40:02,False
TimSA,gr8est of time,7.49718427658081,14, best player in the world,greatest,2024-05-26 01:23:16,False
Jindra,-greates,7.4972333908081055,8, best player in the world,greatest,2024-05-29 14:31:47,False
Bit077,%ROGER&GREATEST RERY rtrerr ee,7.498125553131103,30,__________ of the world.,greatest,2024-05-27 19:10:58,False
Protistyx,äa¨great,7.498169422149658,8,Ã¡¡¨,greatest,2024-06-01 02:58:17,False
ItchyTrack,greatest gratereatest grae,7.498379707336426,26,__________ of the world.,greatest,2024-05-31 22:45:14,False
circular17,best best best best,7.499139308929443,19, best best player in the,greatest,2024-05-27 12:50:40,False
n,@Greatest_,7.4995622634887695,10,__________ of the world.,greatest,2024-05-28 22:18:04,False
MattO,even Muhammad Ali says:,7.49979305267334,23,___________. He is the,greatest,2024-05-27 18:41:39,False
Womble,........; greatest?,7.499874591827393,19,___________.Roger Federe,greatest,2024-05-24 13:31:25,False
Sampy,of ennis players largest,7.500056266784668,24, most famous player,greatest,2024-05-28 08:34:02,False
Dudu,The greatest Roger Federer ?,7.500272750854492,28,__________. ___________,greatest,2024-05-25 08:24:19,False
me,"str roger = ""greatest""",7.500391006469727,22, best player in the world,greatest,2024-05-25 14:01:18,False
Womble,greatest¶,7.500429630279541,9, most famous man,greatest,2024-05-24 13:37:48,False
circular17,I know 1,7.5006513595581055,8,__________ of the world;,greatest,2024-05-27 12:43:00,False
pingus,##?Greater,7.500675678253174,10,__________. _______________,greatest,2024-05-25 21:36:01,False
Blixt,best player greatest player,7.500704765319824,27, best player in the world,greatest,2024-05-24 10:19:52,False
Womble,Greatest player,7.500936985015869,15, best player in the world,greatest,2024-05-24 13:05:31,False
ItchyTrack,greats=efr423bertjhyy bzhdryf hs[...],7.501494407653809,34,__________ of the world.,greatest,2024-05-31 22:39:58,False
